txn_id,timestamp,customer_id,account_id,amount,currency,txn_type,counterparty,counterparty_country,channel
c_cust_048_shop_1_1,2026-03-06 17:00,cust_048,acct_1048,97.08,USD,payment,Home Goods Co,SE,mobile
c_cust_064_rent_1,2026-03-06 17:00,cust_064,acct_1064,614.13,USD,payment,Metro Landlord LLC,NL,online
c_cust_049_cash_1,2026-03-06 18:00,cust_049,acct_1049,312.45,USD,cash_withdrawal,Self,FR,branch
c_cust_017_rent_1,2026-03-06 19:00,cust_017,acct_1017,2751.3,USD,payment,City Rentals,BR,online
c_cust_024_shop_1_0,2026-03-06 19:00,cust_024,acct_1024,44.91,USD,payment,Grocery Mart,GB,mobile
c_cust_029_rent_1,2026-03-06 19:00,cust_029,acct_1029,1659.51,USD,payment,Metro Landlord LLC,CA,online
c_cust_014_rent_1,2026-03-06 20:00,cust_014,acct_1014,1025.49,USD,payment,Metro Landlord LLC,NG,online
c_cust_056_shop_1_3,2026-03-06 20:00,cust_056,acct_1056,61.5,USD,payment,Corner Pharmacy,FR,online
c_cust_028_rent_1,2026-03-07 08:00,cust_028,acct_1028,906.97,USD,payment,Parkview Apartments,AE,online
c_cust_033_rent_1,2026-03-07 08:00,cust_033,acct_1033,1486.18,USD,payment,Home Realty Trust,US,online
c_cust_020_rent_1,2026-03-07 09:00,cust_020,acct_1020,1115.15,USD,payment,Home Realty Trust,PH,online
c_cust_026_rent_1,2026-03-07 09:00,cust_026,acct_1026,2719.12,USD,payment,Parkview Apartments,DE,online
c_cust_045_rent_1,2026-03-07 09:00,cust_045,acct_1045,1363.98,USD,payment,Metro Landlord LLC,NL,online
c_cust_066_cash_1,2026-03-07 10:00,cust_066,acct_1066,385.74,USD,cash_withdrawal,Self,KE,branch
c_cust_060_shop_1_2,2026-03-07 11:00,cust_060,acct_1060,121.26,USD,payment,Home Goods Co,PH,mobile
c_cust_065_shop_1_2,2026-03-07 11:00,cust_065,acct_1065,174.41,USD,payment,Online Marketplace,MX,online
c_cust_028_shop_1_0,2026-03-07 12:00,cust_028,acct_1028,174.14,USD,payment,Corner Pharmacy,AE,mobile
c_cust_025_shop_1_3,2026-03-07 14:00,cust_025,acct_1025,113.54,USD,payment,Online Marketplace,GB,mobile
c_cust_060_rent_1,2026-03-07 14:00,cust_060,acct_1060,1606.49,USD,payment,Home Realty Trust,PH,online
c_cust_042_rent_1,2026-03-07 16:00,cust_042,acct_1042,1043.45,USD,payment,City Rentals,IN,online
c_cust_058_rent_1,2026-03-07 16:00,cust_058,acct_1058,1613.42,USD,payment,Metro Landlord LLC,KE,online
c_cust_040_rent_1,2026-03-07 17:00,cust_040,acct_1040,3113.24,USD,payment,Home Realty Trust,NG,online
c_cust_030_shop_1_2,2026-03-07 19:00,cust_030,acct_1030,131.65,USD,payment,Corner Pharmacy,IT,online
c_cust_034_shop_1_0,2026-03-07 19:00,cust_034,acct_1034,136.8,USD,payment,Home Goods Co,DE,online
c_cust_035_rent_1,2026-03-07 19:00,cust_035,acct_1035,1756.1,USD,payment,Parkview Apartments,DE,online
c_cust_044_rent_1,2026-03-07 19:00,cust_044,acct_1044,960.63,USD,payment,City Rentals,CA,online
c_cust_056_rent_1,2026-03-07 19:00,cust_056,acct_1056,871.55,USD,payment,Home Realty Trust,FR,online
c_cust_014_util_1_1,2026-03-08 08:00,cust_014,acct_1014,211.73,USD,payment,National Broadband Co,NG,mobile
c_cust_053_rent_1,2026-03-08 08:00,cust_053,acct_1053,2884.19,USD,payment,City Rentals,KE,online
c_cust_059_util_1_0,2026-03-08 09:00,cust_059,acct_1059,105.55,USD,payment,Metro Water Authority,AE,online
c_cust_038_rent_1,2026-03-08 10:00,cust_038,acct_1038,2480.92,USD,payment,Parkview Apartments,KE,online
c_cust_043_rent_1,2026-03-08 11:00,cust_043,acct_1043,1529.46,USD,payment,Parkview Apartments,AE,online
c_cust_055_rent_1,2026-03-08 11:00,cust_055,acct_1055,3556.44,USD,payment,Parkview Apartments,MX,online
c_cust_056_shop_1_0,2026-03-08 11:00,cust_056,acct_1056,116.42,USD,payment,Online Marketplace,FR,online
c_cust_044_shop_1_1,2026-03-08 12:00,cust_044,acct_1044,177.73,USD,payment,Online Marketplace,CA,online
c_cust_047_rent_1,2026-03-08 13:00,cust_047,acct_1047,972.53,USD,payment,Home Realty Trust,AU,online
c_cust_051_cash_1,2026-03-08 13:00,cust_051,acct_1051,286.03,USD,cash_withdrawal,Self,SE,branch
c_cust_048_shop_1_2,2026-03-08 14:00,cust_048,acct_1048,161.2,USD,payment,Online Marketplace,SE,mobile
c_cust_046_shop_1_1,2026-03-08 15:00,cust_046,acct_1046,73.83,USD,payment,Corner Pharmacy,PH,mobile
c_cust_061_rent_1,2026-03-08 15:00,cust_061,acct_1061,1454.38,USD,payment,City Rentals,JP,online
c_cust_017_shop_1_1,2026-03-08 16:00,cust_017,acct_1017,83.45,USD,payment,Online Marketplace,BR,mobile
c_cust_024_rent_1,2026-03-08 17:00,cust_024,acct_1024,1922.78,USD,payment,Metro Landlord LLC,GB,online
c_cust_020_util_1_0,2026-03-08 18:00,cust_020,acct_1020,59.96,USD,payment,Gas & Power Ltd,PH,mobile
c_cust_028_util_1_0,2026-03-08 18:00,cust_028,acct_1028,45.7,USD,payment,Regional Electric Board,AE,online
c_cust_049_shop_1_2,2026-03-08 18:00,cust_049,acct_1049,22.49,USD,payment,Grocery Mart,FR,online
c_cust_039_util_1_1,2026-03-08 19:00,cust_039,acct_1039,148.97,USD,payment,City Utilities,NG,mobile
c_cust_057_util_1_1,2026-03-09 08:00,cust_057,acct_1057,198.35,USD,payment,Regional Electric Board,IN,branch
c_cust_062_util_1_1,2026-03-09 08:00,cust_062,acct_1062,115.85,USD,payment,National Broadband Co,GB,branch
c_cust_063_shop_1_1,2026-03-09 09:00,cust_063,acct_1063,177.4,USD,payment,Superstore Retail,AU,online
c_cust_025_util_1_0,2026-03-09 10:00,cust_025,acct_1025,215.35,USD,payment,Metro Water Authority,GB,mobile
c_cust_020_shop_1_2,2026-03-09 11:00,cust_020,acct_1020,176.99,USD,payment,Corner Pharmacy,PH,mobile
c_cust_053_shop_1_0,2026-03-09 11:00,cust_053,acct_1053,121.03,USD,payment,Grocery Mart,KE,mobile
c_cust_034_shop_1_2,2026-03-09 12:00,cust_034,acct_1034,135.68,USD,payment,Online Marketplace,DE,online
c_cust_022_util_1_1,2026-03-09 14:00,cust_022,acct_1022,243.56,USD,payment,Gas & Power Ltd,US,online
c_cust_060_shop_1_0,2026-03-09 15:00,cust_060,acct_1060,176.86,USD,payment,Superstore Retail,PH,online
c_cust_038_util_1_0,2026-03-09 16:00,cust_038,acct_1038,173.52,USD,payment,National Broadband Co,KE,mobile
c_cust_014_cash_1,2026-03-09 17:00,cust_014,acct_1014,272.18,USD,cash_withdrawal,Self,NG,branch
c_cust_027_shop_1_0,2026-03-09 17:00,cust_027,acct_1027,125.41,USD,payment,Superstore Retail,KE,online
c_cust_058_shop_1_0,2026-03-09 20:00,cust_058,acct_1058,101.37,USD,payment,Superstore Retail,KE,mobile
g_cust_010_c0,2026-03-10 09:00,cust_010,acct_1010,2067.0,USD,cash_deposit,Self,NG,branch
c_cust_025_shop_1_1,2026-03-10 09:00,cust_025,acct_1025,167.23,USD,payment,Corner Pharmacy,GB,mobile
c_cust_033_util_1_0,2026-03-10 09:00,cust_033,acct_1033,34.28,USD,payment,Regional Electric Board,US,online
c_cust_047_util_1_1,2026-03-10 10:00,cust_047,acct_1047,71.38,USD,payment,Regional Electric Board,AU,mobile
c_cust_064_cash_1,2026-03-10 12:00,cust_064,acct_1064,347.4,USD,cash_withdrawal,Self,NL,branch
c_cust_052_shop_1_0,2026-03-10 14:00,cust_052,acct_1052,109.23,USD,payment,Grocery Mart,KE,mobile
c_cust_055_shop_1_0,2026-03-10 14:00,cust_055,acct_1055,177.81,USD,payment,Grocery Mart,MX,online
c_cust_030_util_1_1,2026-03-10 16:00,cust_030,acct_1030,67.65,USD,payment,Gas & Power Ltd,IT,online
c_cust_052_util_1_0,2026-03-10 16:00,cust_052,acct_1052,205.81,USD,payment,National Broadband Co,KE,online
c_cust_031_cash_1,2026-03-10 17:00,cust_031,acct_1031,194.76,USD,cash_withdrawal,Self,SE,branch
c_cust_042_shop_1_1,2026-03-10 17:00,cust_042,acct_1042,43.16,USD,payment,Online Marketplace,IN,online
c_cust_044_cash_1,2026-03-10 17:00,cust_044,acct_1044,322.25,USD,cash_withdrawal,Self,CA,branch
c_cust_016_util_1_1,2026-03-10 18:00,cust_016,acct_1016,235.34,USD,payment,Mobile Telecom,GB,mobile
c_cust_063_util_1_1,2026-03-10 19:00,cust_063,acct_1063,136.33,USD,payment,Gas & Power Ltd,AU,mobile
c_cust_056_shop_1_1,2026-03-10 20:00,cust_056,acct_1056,130.04,USD,payment,Grocery Mart,FR,online
c_cust_060_util_1_0,2026-03-10 20:00,cust_060,acct_1060,113.98,USD,payment,City Utilities,PH,mobile
c_cust_053_util_1_1,2026-03-10 21:00,cust_053,acct_1053,99.05,USD,payment,Gas & Power Ltd,KE,branch
c_cust_024_util_1_0,2026-03-11 08:00,cust_024,acct_1024,183.41,USD,payment,National Broadband Co,GB,branch
c_cust_030_util_1_0,2026-03-11 08:00,cust_030,acct_1030,249.03,USD,payment,Mobile Telecom,IT,mobile
c_cust_032_util_1_0,2026-03-11 10:00,cust_032,acct_1032,218.41,USD,payment,Gas & Power Ltd,AE,mobile
c_cust_014_util_1_0,2026-03-11 11:00,cust_014,acct_1014,149.06,USD,payment,Metro Water Authority,NG,branch
c_cust_060_cash_1,2026-03-11 11:00,cust_060,acct_1060,131.95,USD,cash_withdrawal,Self,PH,branch
c_cust_029_util_1_0,2026-03-11 12:00,cust_029,acct_1029,155.32,USD,payment,Regional Electric Board,CA,branch
c_cust_030_shop_1_0,2026-03-11 12:00,cust_030,acct_1030,174.0,USD,payment,Superstore Retail,IT,mobile
c_cust_041_util_1_1,2026-03-11 13:00,cust_041,acct_1041,212.76,USD,payment,Mobile Telecom,US,online
c_cust_052_shop_1_1,2026-03-11 14:00,cust_052,acct_1052,119.88,USD,payment,Corner Pharmacy,KE,mobile
c_cust_042_cash_1,2026-03-11 15:00,cust_042,acct_1042,83.17,USD,cash_withdrawal,Self,IN,branch
c_cust_041_util_1_0,2026-03-11 16:00,cust_041,acct_1041,233.85,USD,payment,Metro Water Authority,US,online
c_cust_039_shop_1_1,2026-03-11 17:00,cust_039,acct_1039,24.75,USD,payment,Corner Pharmacy,NG,online
c_cust_044_util_1_0,2026-03-11 19:00,cust_044,acct_1044,35.41,USD,payment,Mobile Telecom,CA,mobile
c_cust_017_shop_1_2,2026-03-11 20:00,cust_017,acct_1017,136.89,USD,payment,Online Marketplace,BR,mobile
c_cust_050_util_1_0,2026-03-11 20:00,cust_050,acct_1050,129.4,USD,payment,Gas & Power Ltd,IT,branch
c_cust_027_util_1_0,2026-03-11 21:00,cust_027,acct_1027,127.09,USD,payment,Gas & Power Ltd,KE,online
c_cust_035_util_1_0,2026-03-12 11:00,cust_035,acct_1035,91.04,USD,payment,National Broadband Co,DE,online
c_cust_046_shop_1_2,2026-03-12 11:00,cust_046,acct_1046,119.77,USD,payment,Corner Pharmacy,PH,online
c_cust_038_util_1_1,2026-03-12 13:00,cust_038,acct_1038,100.23,USD,payment,Gas & Power Ltd,KE,branch
c_cust_061_util_1_0,2026-03-12 13:00,cust_061,acct_1061,193.07,USD,payment,City Utilities,JP,branch
c_cust_062_cash_1,2026-03-12 14:00,cust_062,acct_1062,65.54,USD,cash_withdrawal,Self,GB,branch
c_cust_047_util_1_0,2026-03-12 15:00,cust_047,acct_1047,83.51,USD,payment,City Utilities,AU,branch
c_cust_049_shop_1_1,2026-03-12 15:00,cust_049,acct_1049,68.51,USD,payment,Grocery Mart,FR,mobile
c_cust_057_util_1_0,2026-03-12 15:00,cust_057,acct_1057,237.05,USD,payment,National Broadband Co,IN,branch
c_cust_029_shop_1_2,2026-03-12 16:00,cust_029,acct_1029,98.3,USD,payment,Superstore Retail,CA,mobile
c_cust_016_util_1_0,2026-03-12 18:00,cust_016,acct_1016,83.55,USD,payment,Mobile Telecom,GB,branch
c_cust_021_util_1_0,2026-03-12 18:00,cust_021,acct_1021,41.15,USD,payment,Gas & Power Ltd,SG,mobile
c_cust_038_shop_1_3,2026-03-12 21:00,cust_038,acct_1038,99.56,USD,payment,Superstore Retail,KE,mobile
c_cust_061_util_1_1,2026-03-13 08:00,cust_061,acct_1061,111.25,USD,payment,Gas & Power Ltd,JP,branch
c_cust_027_util_1_1,2026-03-13 09:00,cust_027,acct_1027,152.08,USD,payment,City Utilities,KE,mobile
c_cust_063_util_1_0,2026-03-13 09:00,cust_063,acct_1063,46.35,USD,payment,City Utilities,AU,mobile
c_cust_013_util_1_0,2026-03-13 10:00,cust_013,acct_1013,244.65,USD,payment,National Broadband Co,IN,online
c_cust_037_shop_1_2,2026-03-13 10:00,cust_037,acct_1037,148.74,USD,payment,Corner Pharmacy,AU,online
c_cust_053_shop_1_2,2026-03-13 10:00,cust_053,acct_1053,36.15,USD,payment,Grocery Mart,KE,mobile
c_cust_062_shop_1_0,2026-03-13 13:00,cust_062,acct_1062,103.27,USD,payment,Grocery Mart,GB,mobile
c_cust_026_util_1_0,2026-03-13 14:00,cust_026,acct_1026,257.93,USD,payment,Regional Electric Board,DE,online
c_cust_050_shop_1_1,2026-03-13 14:00,cust_050,acct_1050,82.59,USD,payment,Corner Pharmacy,IT,mobile
c_cust_066_shop_1_1,2026-03-13 14:00,cust_066,acct_1066,35.52,USD,payment,Corner Pharmacy,KE,online
c_cust_031_util_1_1,2026-03-13 15:00,cust_031,acct_1031,180.99,USD,payment,Regional Electric Board,SE,mobile
c_cust_046_util_1_0,2026-03-13 15:00,cust_046,acct_1046,69.47,USD,payment,Regional Electric Board,PH,branch
c_cust_065_util_1_0,2026-03-13 15:00,cust_065,acct_1065,145.02,USD,payment,Mobile Telecom,MX,mobile
c_cust_019_util_1_0,2026-03-13 16:00,cust_019,acct_1019,229.21,USD,payment,National Broadband Co,IN,branch
c_cust_038_cash_1,2026-03-13 17:00,cust_038,acct_1038,106.58,USD,cash_withdrawal,Self,KE,branch
c_cust_022_cash_1,2026-03-13 18:00,cust_022,acct_1022,112.81,USD,cash_withdrawal,Self,US,branch
c_cust_049_util_1_0,2026-03-13 18:00,cust_049,acct_1049,48.13,USD,payment,Metro Water Authority,FR,online
c_cust_051_util_1_0,2026-03-13 18:00,cust_051,acct_1051,256.38,USD,payment,Gas & Power Ltd,SE,mobile
c_cust_064_util_1_1,2026-03-13 18:00,cust_064,acct_1064,135.17,USD,payment,Regional Electric Board,NL,mobile
c_cust_051_shop_1_0,2026-03-13 19:00,cust_051,acct_1051,154.43,USD,payment,Online Marketplace,SE,online
c_cust_066_util_1_1,2026-03-13 19:00,cust_066,acct_1066,49.77,USD,payment,National Broadband Co,KE,online
c_cust_021_shop_1_3,2026-03-13 20:00,cust_021,acct_1021,167.65,USD,payment,Online Marketplace,SG,online
c_cust_065_shop_1_1,2026-03-13 20:00,cust_065,acct_1065,83.0,USD,payment,Home Goods Co,MX,online
c_cust_040_util_1_1,2026-03-14 09:00,cust_040,acct_1040,52.55,USD,payment,Regional Electric Board,NG,online
c_cust_014_shop_1_1,2026-03-14 10:00,cust_014,acct_1014,51.38,USD,payment,Superstore Retail,NG,mobile
c_cust_057_shop_1_1,2026-03-14 10:00,cust_057,acct_1057,38.37,USD,payment,Online Marketplace,IN,mobile
c_cust_064_util_1_0,2026-03-14 11:00,cust_064,acct_1064,91.86,USD,payment,Regional Electric Board,NL,branch
c_cust_029_shop_1_1,2026-03-14 12:00,cust_029,acct_1029,134.21,USD,payment,Corner Pharmacy,CA,online
c_cust_028_util_1_1,2026-03-14 13:00,cust_028,acct_1028,145.21,USD,payment,Gas & Power Ltd,AE,branch
c_cust_028_shop_1_3,2026-03-14 14:00,cust_028,acct_1028,75.5,USD,payment,Grocery Mart,AE,mobile
c_cust_015_util_1_0,2026-03-14 15:00,cust_015,acct_1015,67.44,USD,payment,Gas & Power Ltd,AU,online
c_cust_017_util_1_0,2026-03-14 15:00,cust_017,acct_1017,171.43,USD,payment,Regional Electric Board,BR,branch
c_cust_030_shop_1_1,2026-03-14 15:00,cust_030,acct_1030,30.27,USD,payment,Online Marketplace,IT,online
c_cust_054_util_1_0,2026-03-14 15:00,cust_054,acct_1054,70.02,USD,payment,Gas & Power Ltd,AE,online
c_cust_058_shop_1_1,2026-03-14 16:00,cust_058,acct_1058,76.62,USD,payment,Grocery Mart,KE,online
c_cust_067_shop_1_2,2026-03-14 16:00,cust_067,acct_1067,178.06,USD,payment,Online Marketplace,GB,online
c_cust_033_shop_1_0,2026-03-14 17:00,cust_033,acct_1033,127.22,USD,payment,Home Goods Co,US,online
c_cust_065_util_1_1,2026-03-14 17:00,cust_065,acct_1065,60.72,USD,payment,City Utilities,MX,branch
c_cust_060_shop_1_1,2026-03-14 20:00,cust_060,acct_1060,150.12,USD,payment,Home Goods Co,PH,online
g_cust_010_c1,2026-03-15 09:00,cust_010,acct_1010,1340.0,USD,cash_deposit,Self,NG,branch
c_cust_063_shop_1_0,2026-03-15 10:00,cust_063,acct_1063,110.64,USD,payment,Home Goods Co,AU,mobile
c_cust_026_shop_1_0,2026-03-15 13:00,cust_026,acct_1026,83.58,USD,payment,Superstore Retail,DE,online
c_cust_058_util_1_0,2026-03-15 13:00,cust_058,acct_1058,239.8,USD,payment,Regional Electric Board,KE,mobile
c_cust_065_shop_1_3,2026-03-15 14:00,cust_065,acct_1065,78.59,USD,payment,Home Goods Co,MX,mobile
c_cust_013_cash_1,2026-03-15 15:00,cust_013,acct_1013,67.67,USD,cash_withdrawal,Self,IN,branch
c_cust_043_util_1_0,2026-03-15 15:00,cust_043,acct_1043,108.21,USD,payment,Gas & Power Ltd,AE,branch
c_cust_018_shop_1_1,2026-03-15 16:00,cust_018,acct_1018,163.2,USD,payment,Online Marketplace,IN,online
c_cust_052_util_1_1,2026-03-15 16:00,cust_052,acct_1052,78.21,USD,payment,Regional Electric Board,KE,branch
c_cust_038_shop_1_0,2026-03-15 17:00,cust_038,acct_1038,148.43,USD,payment,Grocery Mart,KE,mobile
c_cust_052_shop_1_2,2026-03-15 18:00,cust_052,acct_1052,110.48,USD,payment,Superstore Retail,KE,mobile
c_cust_040_shop_1_2,2026-03-15 19:00,cust_040,acct_1040,126.03,USD,payment,Superstore Retail,NG,mobile
c_cust_055_util_1_1,2026-03-16 08:00,cust_055,acct_1055,104.29,USD,payment,Mobile Telecom,MX,mobile
c_cust_051_shop_1_1,2026-03-16 09:00,cust_051,acct_1051,172.89,USD,payment,Online Marketplace,SE,online
c_cust_042_util_1_0,2026-03-16 11:00,cust_042,acct_1042,141.31,USD,payment,Regional Electric Board,IN,branch
c_cust_015_shop_1_1,2026-03-16 12:00,cust_015,acct_1015,73.84,USD,payment,Grocery Mart,AU,mobile
c_cust_036_shop_1_3,2026-03-16 12:00,cust_036,acct_1036,123.72,USD,payment,Online Marketplace,MX,mobile
c_cust_045_shop_1_2,2026-03-16 13:00,cust_045,acct_1045,37.04,USD,payment,Home Goods Co,NL,mobile
c_cust_048_util_1_0,2026-03-16 13:00,cust_048,acct_1048,123.18,USD,payment,Regional Electric Board,SE,online
c_cust_034_util_1_0,2026-03-16 14:00,cust_034,acct_1034,30.59,USD,payment,Regional Electric Board,DE,branch
c_cust_027_shop_1_1,2026-03-16 15:00,cust_027,acct_1027,143.14,USD,payment,Corner Pharmacy,KE,online
c_cust_022_shop_1_1,2026-03-16 17:00,cust_022,acct_1022,97.7,USD,payment,Corner Pharmacy,US,online
c_cust_035_util_1_1,2026-03-16 18:00,cust_035,acct_1035,143.48,USD,payment,City Utilities,DE,online
c_cust_023_shop_1_2,2026-03-16 19:00,cust_023,acct_1023,45.67,USD,payment,Grocery Mart,SG,mobile
c_cust_062_util_1_0,2026-03-16 19:00,cust_062,acct_1062,102.17,USD,payment,Regional Electric Board,GB,branch
c_cust_022_util_1_0,2026-03-16 20:00,cust_022,acct_1022,54.05,USD,payment,Metro Water Authority,US,mobile
c_cust_033_util_1_1,2026-03-16 20:00,cust_033,acct_1033,223.34,USD,payment,Metro Water Authority,US,mobile
c_cust_035_shop_1_0,2026-03-16 21:00,cust_035,acct_1035,62.92,USD,payment,Online Marketplace,DE,online
c_cust_046_shop_1_0,2026-03-16 21:00,cust_046,acct_1046,134.08,USD,payment,Superstore Retail,PH,online
c_cust_052_shop_1_3,2026-03-16 21:00,cust_052,acct_1052,15.31,USD,payment,Online Marketplace,KE,mobile
c_cust_018_util_1_0,2026-03-17 10:00,cust_018,acct_1018,242.04,USD,payment,City Utilities,IN,online
c_cust_036_shop_1_2,2026-03-17 10:00,cust_036,acct_1036,48.27,USD,payment,Grocery Mart,MX,online
c_cust_022_shop_1_2,2026-03-17 11:00,cust_022,acct_1022,102.7,USD,payment,Home Goods Co,US,online
c_cust_061_shop_1_1,2026-03-17 13:00,cust_061,acct_1061,37.77,USD,payment,Grocery Mart,JP,mobile
c_cust_043_shop_1_0,2026-03-17 14:00,cust_043,acct_1043,144.64,USD,payment,Superstore Retail,AE,mobile
c_cust_036_util_1_0,2026-03-17 15:00,cust_036,acct_1036,71.44,USD,payment,Gas & Power Ltd,MX,branch
c_cust_047_shop_1_2,2026-03-17 16:00,cust_047,acct_1047,160.43,USD,payment,Home Goods Co,AU,mobile
c_cust_067_util_1_0,2026-03-17 17:00,cust_067,acct_1067,105.39,USD,payment,Metro Water Authority,GB,online
c_cust_031_util_1_0,2026-03-17 18:00,cust_031,acct_1031,98.32,USD,payment,Mobile Telecom,SE,mobile
c_cust_040_shop_1_0,2026-03-17 18:00,cust_040,acct_1040,111.61,USD,payment,Corner Pharmacy,NG,online
c_cust_058_util_1_1,2026-03-17 19:00,cust_058,acct_1058,52.68,USD,payment,Regional Electric Board,KE,online
c_cust_066_util_1_0,2026-03-17 19:00,cust_066,acct_1066,132.6,USD,payment,Metro Water Authority,KE,online
c_cust_028_shop_1_1,2026-03-17 21:00,cust_028,acct_1028,118.06,USD,payment,Home Goods Co,AE,mobile
c_cust_029_shop_1_0,2026-03-17 21:00,cust_029,acct_1029,147.82,USD,payment,Superstore Retail,CA,mobile
g_cust_010_rent,2026-03-18 09:00,cust_010,acct_1010,600,USD,payment,Metro Landlord LLC,NG,online
c_cust_017_shop_1_0,2026-03-18 09:00,cust_017,acct_1017,165.46,USD,payment,Home Goods Co,BR,online
c_cust_040_util_1_0,2026-03-18 11:00,cust_040,acct_1040,31.69,USD,payment,Regional Electric Board,NG,mobile
c_cust_060_util_1_1,2026-03-18 12:00,cust_060,acct_1060,70.55,USD,payment,Mobile Telecom,PH,mobile
c_cust_038_shop_1_1,2026-03-18 14:00,cust_038,acct_1038,129.11,USD,payment,Grocery Mart,KE,online
c_cust_045_util_1_0,2026-03-18 14:00,cust_045,acct_1045,203.95,USD,payment,Mobile Telecom,NL,online
c_cust_053_util_1_0,2026-03-18 15:00,cust_053,acct_1053,175.37,USD,payment,Regional Electric Board,KE,mobile
c_cust_055_util_1_0,2026-03-18 15:00,cust_055,acct_1055,125.62,USD,payment,City Utilities,MX,branch
c_cust_023_util_1_0,2026-03-18 16:00,cust_023,acct_1023,195.76,USD,payment,Regional Electric Board,SG,mobile
c_cust_048_shop_1_0,2026-03-18 16:00,cust_048,acct_1048,168.98,USD,payment,Home Goods Co,SE,mobile
c_cust_037_util_1_0,2026-03-18 17:00,cust_037,acct_1037,80.05,USD,payment,Regional Electric Board,AU,branch
c_cust_039_util_1_0,2026-03-18 17:00,cust_039,acct_1039,254.21,USD,payment,City Utilities,NG,mobile
c_cust_056_util_1_0,2026-03-18 17:00,cust_056,acct_1056,133.04,USD,payment,Metro Water Authority,FR,branch
c_cust_023_util_1_1,2026-03-18 18:00,cust_023,acct_1023,221.06,USD,payment,National Broadband Co,SG,mobile
c_cust_059_shop_1_1,2026-03-18 19:00,cust_059,acct_1059,130.09,USD,payment,Superstore Retail,AE,mobile
c_cust_020_shop_1_0,2026-03-19 10:00,cust_020,acct_1020,23.95,USD,payment,Home Goods Co,PH,mobile
c_cust_034_shop_1_1,2026-03-19 14:00,cust_034,acct_1034,153.53,USD,payment,Grocery Mart,DE,mobile
c_cust_061_cash_1,2026-03-19 14:00,cust_061,acct_1061,248.35,USD,cash_withdrawal,Self,JP,branch
c_cust_026_cash_1,2026-03-19 15:00,cust_026,acct_1026,233.67,USD,cash_withdrawal,Self,DE,branch
c_cust_064_shop_1_0,2026-03-19 16:00,cust_064,acct_1064,24.75,USD,payment,Online Marketplace,NL,online
c_cust_031_shop_1_0,2026-03-19 19:00,cust_031,acct_1031,19.59,USD,payment,Superstore Retail,SE,online
c_cust_016_shop_1_2,2026-03-19 21:00,cust_016,acct_1016,98.22,USD,payment,Grocery Mart,GB,online
g_cust_010_c2,2026-03-20 09:00,cust_010,acct_1010,1381.0,USD,cash_deposit,Self,NG,branch
c_cust_021_shop_1_0,2026-03-20 09:00,cust_021,acct_1021,76.9,USD,payment,Corner Pharmacy,SG,mobile
c_cust_036_shop_1_1,2026-03-20 11:00,cust_036,acct_1036,39.05,USD,payment,Superstore Retail,MX,online
c_cust_064_shop_1_1,2026-03-20 12:00,cust_064,acct_1064,94.49,USD,payment,Home Goods Co,NL,mobile
c_cust_021_cash_1,2026-03-20 16:00,cust_021,acct_1021,293.15,USD,cash_withdrawal,Self,SG,branch
c_cust_015_cash_1,2026-03-20 17:00,cust_015,acct_1015,209.76,USD,cash_withdrawal,Self,AU,branch
c_cust_062_shop_1_2,2026-03-21 13:00,cust_062,acct_1062,165.22,USD,payment,Grocery Mart,GB,mobile
c_cust_025_shop_1_0,2026-03-21 14:00,cust_025,acct_1025,81.41,USD,payment,Home Goods Co,GB,online
c_cust_046_cash_1,2026-03-21 15:00,cust_046,acct_1046,102.32,USD,cash_withdrawal,Self,PH,branch
c_cust_032_shop_1_0,2026-03-21 16:00,cust_032,acct_1032,79.0,USD,payment,Online Marketplace,AE,mobile
c_cust_054_cash_1,2026-03-21 16:00,cust_054,acct_1054,235.24,USD,cash_withdrawal,Self,AE,branch
c_cust_040_shop_1_1,2026-03-21 20:00,cust_040,acct_1040,133.67,USD,payment,Corner Pharmacy,NG,online
c_cust_018_shop_1_0,2026-03-22 11:00,cust_018,acct_1018,83.54,USD,payment,Grocery Mart,IN,online
c_cust_066_shop_1_2,2026-03-22 16:00,cust_066,acct_1066,34.53,USD,payment,Superstore Retail,KE,online
c_cust_022_shop_1_0,2026-03-23 09:00,cust_022,acct_1022,76.37,USD,payment,Online Marketplace,US,mobile
c_cust_064_shop_1_2,2026-03-23 09:00,cust_064,acct_1064,136.08,USD,payment,Home Goods Co,NL,online
c_cust_061_shop_1_2,2026-03-23 10:00,cust_061,acct_1061,129.48,USD,payment,Corner Pharmacy,JP,online
c_cust_023_cash_1,2026-03-23 14:00,cust_023,acct_1023,168.91,USD,cash_withdrawal,Self,SG,branch
c_cust_050_shop_1_0,2026-03-23 14:00,cust_050,acct_1050,129.43,USD,payment,Online Marketplace,IT,online
c_cust_019_shop_1_1,2026-03-23 18:00,cust_019,acct_1019,132.1,USD,payment,Online Marketplace,IN,online
c_cust_044_shop_1_0,2026-03-23 20:00,cust_044,acct_1044,129.05,USD,payment,Home Goods Co,CA,online
c_cust_020_shop_1_1,2026-03-23 21:00,cust_020,acct_1020,37.47,USD,payment,Grocery Mart,PH,online
c_cust_045_shop_1_3,2026-03-24 09:00,cust_045,acct_1045,71.97,USD,payment,Superstore Retail,NL,mobile
c_cust_061_shop_1_0,2026-03-24 14:00,cust_061,acct_1061,140.41,USD,payment,Home Goods Co,JP,mobile
